,Start Time,Start Location,End Time,End Location,Registration,Start Geofence,End Geofence,Trip Distance
260,2023-11-29 16:25:40,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-29 16:52:53,"Kihonda, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,18.3
261,2023-12-08 11:57:12,"Dar Es Salaam, Kilakala, Morogoro Urban, Morogoro, Tanzania",2023-12-08 12:06:48,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.0
262,2023-11-08 14:36:47,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-11-08 14:37:19,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",T257DXJ,Out of Route,Out of Route,13.6
263,2023-11-22 17:43:08,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",2023-11-22 17:45:41,"Kingo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.1
264,2023-10-12 15:41:41,"Bunju, Kinondoni, Dar es Salaam, Tanzania",2023-10-12 16:47:02,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Out of Route,0.0
265,2023-11-17 13:17:07,"Kihonda, Morogoro Urban, Morogoro, Tanzania",2023-11-17 13:46:16,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Out of Route,0.1
266,2023-11-07 12:34:25,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-07 13:03:16,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Out of Route,4.7
267,2023-12-14 07:53:24,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",2023-12-14 07:53:33,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",T452EBA,Out of Route,Out of Route,0.0
268,2023-10-05 11:30:36,"Kingo, Morogoro Urban, Morogoro, Tanzania",2023-10-05 11:31:32,"Kingo, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Out of Route,3.5
269,2023-11-16 19:28:00,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",2023-11-16 19:30:37,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",T257DXJ,Out of Route,Out of Route,53.4
270,2023-10-05 22:13:04,"Madaraka, Mji mkuu, Morogoro Urban, Morogoro, Tanzania",2023-10-05 22:15:10,"Kingo, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,8.1
271,2023-11-21 14:07:50,"Manzese, Kinondoni, Dar es Salaam, Tanzania",2023-11-21 14:33:42,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Out of Route,4.0
272,2024-01-16 15:50:19,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-16 16:09:49,"Manzese, Kinondoni, Dar es Salaam, Tanzania",MC473DKX,Out of Route,Out of Route,0.0
273,2023-11-03 16:35:47,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-03 16:40:44,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,MAWAKI,38.0
274,,,,,DFP8546,Out of Route,Out of Route,0.6
275,2024-01-20 19:10:13,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2024-01-20 19:16:32,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",MC473DKX,Sanku : Mikocheni,Sanku : Mikocheni,41.8
276,2023-10-05 15:21:30,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-05 15:27:11,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Sanku : Dodoma,Out of Route,5.3
277,2024-01-04 10:43:46,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",2024-01-04 10:43:55,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",T850DZQ,Lugome 2,Muya Grain Millers,4.4
278,2024-01-15 15:03:38,"Msongola, Ilala, Dar es Salaam, Tanzania",2024-01-15 16:11:35,"Narungumbe Street, Mchikichini, Ilala, Dar es Salaam, Tanzania",T196DQG,Out of Route,Out of Route,2.6
279,2023-11-27 14:00:31,"Msongola, Ilala, Dar es Salaam, Tanzania",2023-11-27 14:28:54,"Kitunda, Ilala, Dar es Salaam, Tanzania",T934DMX,Out of Route,Out of Route,0.0
280,2023-11-21 14:32:52,"Kilakala, Morogoro Urban, Morogoro, Tanzania",2023-11-21 14:38:09,"Dar Es Salaam, Kilakala, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.0
281,2023-12-28 17:47:37,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-28 18:12:11,"Mzimuni, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Out of Route,Out of Route,14.6
282,2024-01-04 17:15:40,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-04 17:46:46,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,3.6
283,2023-12-04 10:45:07,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-04 10:45:21,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Out of Route,Out of Route,0.0
284,2024-01-24 15:14:39,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2024-01-24 15:49:55,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,0.0
285,2023-11-06 21:54:02,"Makangarawe, Temeke, Dar es Salaam, Tanzania",2023-11-06 21:58:37,"Makangarawe, Temeke, Dar es Salaam, Tanzania",T257DXJ,Out of Route,Out of Route,0.6
286,2023-12-01 13:46:41,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",2023-12-01 13:49:09,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.0
287,2023-10-03 10:06:16,"Tambukareli, Dodoma Urban, Dodoma, Tanzania",2023-10-03 10:17:10,"Tambukareli, Dodoma Urban, Dodoma, Tanzania",T980DMT,Out of Route,Out of Route,5.0
288,2023-11-27 08:10:09,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",2023-11-27 08:13:47,"Kimweri Avenue, Msasani, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Ask milling,Sanku : Mikocheni,30.2
289,2023-12-22 08:50:44,"Uhuru, Mji mkuu, Morogoro Urban, Morogoro, Tanzania",2023-12-22 08:59:45,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",MC473DKX,Out of Route,Sanku : Mikocheni,1.1
290,2024-01-12 14:43:11,"Manzese, Kinondoni, Dar es Salaam, Tanzania",2024-01-12 15:05:44,"Sam Nujoma Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",MC473DKX,Sanku : Mikocheni,Kelu Grain Miller,21.9
291,2023-10-20 20:10:19,"Bunju, Kinondoni, Dar es Salaam, Tanzania",2023-10-20 21:09:11,"Kawe, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Mbuji,Sanku : Morogoro,2.7
292,2023-11-14 13:42:35,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2023-11-14 13:52:19,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Sanku : Dodoma,Out of Route,1.7
293,2024-01-12 14:00:16,"Sinza, Kinondoni, Dar es Salaam, Tanzania",2024-01-12 14:13:25,"Manzese, Kinondoni, Dar es Salaam, Tanzania",MC473DKX,Out of Route,Wamachele,3.5
294,2023-12-29 22:29:07,"Makangarawe, Temeke, Dar es Salaam, Tanzania",2023-12-29 22:33:59,"Makangarawe, Temeke, Dar es Salaam, Tanzania",T258DXJ,Out of Route,Out of Route,0.4
295,2023-10-03 16:15:32,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-03 16:22:30,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Out of Route,0.3
296,2024-01-08 07:18:13,"Kawe, Kinondoni, Dar es Salaam, Tanzania",2024-01-08 08:05:15,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",T980DMT,Out of Route,Out of Route,0.0
297,2023-10-16 19:40:17,"Kawe, Kinondoni, Dar es Salaam, Tanzania",2023-10-16 19:57:44,"Kawe, Kinondoni, Dar es Salaam, Tanzania",T934DMX,KESHI 1 GROUP MILING MACHINE,KESHI 1 GROUP MILING MACHINE,0.0
298,2023-12-15 14:14:12,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-15 16:09:38,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",MC315DKY,Out of Route,Out of Route,2.4
299,2024-01-04 18:07:08,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-04 18:34:39,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Out of Route,Out of Route,0.0
300,2023-10-25 15:31:24,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-25 15:36:18,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Sanku : Dodoma,0.5
301,2023-12-03 17:15:44,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-12-03 18:37:19,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",MC315DKY,Sanku : Mikocheni,Sanku : Mikocheni,9.5
302,2023-11-08 11:04:11,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-08 11:05:20,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Out of Route,0.6
303,2023-11-30 09:21:43,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-30 09:40:30,"Msasani, Kinondoni, Dar es Salaam, Tanzania",T261DXJ,Out of Route,Out of Route,0.8
304,2023-11-08 11:08:13,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-08 11:38:30,"Bagamoyo Road, Mwananyamala, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Out of Route,Out of Route,1.9
305,2023-12-05 07:44:05,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",2023-12-05 08:15:45,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T457EBA,Rudo Maize,Out of Route,1.2
306,2023-12-09 09:06:05,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-09 09:09:14,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T452EBA,Out of Route,Out of Route,10.9
307,2024-01-31 12:53:23,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",2024-01-31 13:10:53,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T141DKS,Out of Route,Out of Route,0.2
308,2023-11-03 20:09:13,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-03 20:09:29,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T257DXJ,Out of Route,Out of Route,13.9
309,2023-11-27 18:13:13,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-27 18:15:46,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T934DMX,Out of Route,Out of Route,12.2
310,2024-01-16 11:40:44,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-16 11:42:46,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",MC473DKX,Out of Route,Out of Route,9.3
311,2023-11-21 17:47:37,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-21 18:27:37,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T457EBA,Out of Route,Kirumi Milling,210.6
312,2023-11-23 23:42:18,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-11-24 00:22:39,"Nyerere Road, Kipawa, Ilala, Dar es Salaam, Tanzania",MC315DKY,Sanku : Mikocheni,Sanku : Mikocheni,45.0
313,2024-01-19 13:01:48,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2024-01-19 13:31:51,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T452EBA,Out of Route,Out of Route,0.0
314,2024-01-25 12:53:43,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-25 12:54:41,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,2.3
315,2024-01-12 14:09:56,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-12 14:20:18,"Main, Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",T934DMX,Out of Route,Out of Route,1.2
316,2023-11-28 16:20:26,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",2023-11-28 16:25:48,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.0
317,2023-10-04 18:01:28,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",2023-10-04 18:37:30,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Out of Route,0.0
318,2023-11-16 19:14:25,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",2023-11-16 19:15:49,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",T257DXJ,MGO Milling,Kilua Milling,2.7
319,2024-01-19 17:27:19,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2024-01-19 18:09:29,"Lumumba Street, Kariakoo, Ilala, Dar es Salaam, Tanzania",MC473DKX,Out of Route,Out of Route,7.3
320,2023-10-19 16:06:02,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-10-19 16:54:10,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Sanku : Dodoma,Out of Route,33.1
321,2023-11-24 12:06:45,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-24 12:09:17,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,PSR Mill - B,Out of Route,13.8
322,2023-12-26 19:00:11,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-12-26 19:29:23,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",T850DZQ,Sanku : Mikocheni,Sanku : Mikocheni,0.0
323,2023-10-30 17:40:29,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-30 17:41:41,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Out of Route,7.9
324,2023-11-28 12:22:07,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",2023-11-28 12:25:52,"Kingo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,4.5
325,2023-12-18 19:48:55,"Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",2023-12-18 20:07:12,"Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",T452EBA,Out of Route,Out of Route,2.2
326,2023-10-11 16:08:22,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-11 16:12:37,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T853DZQ,Out of Route,Out of Route,15.8
327,2023-11-30 12:43:17,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-11-30 13:15:54,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",T240EBJ,Out of Route,Out of Route,2.1
328,2023-11-08 13:11:45,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-11-08 13:52:44,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",T863DQM,Ng'owo,Out of Route,0.6
329,2024-01-11 17:41:16,"Sinza, Kinondoni, Dar es Salaam, Tanzania",2024-01-11 18:03:31,"Rashidi Kawawa Street, Mwananyamala, Kinondoni, Dar es Salaam, Tanz",MC473DKX,Out of Route,Sanku : Mikocheni,9.0
330,2023-11-02 20:35:56,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",2023-11-02 20:50:21,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",T862DQM,Out of Route,Out of Route,14.0
331,2023-11-04 10:53:44,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-11-04 12:09:46,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",DFP8546,Out of Route,Out of Route,22.4
332,2023-10-17 13:50:33,"Kingo, Morogoro Urban, Morogoro, Tanzania",2023-10-17 13:51:43,"Kingo, Morogoro Urban, Morogoro, Tanzania",T853DZQ,Pilly Posho Mill,Out of Route,0.4
333,2023-12-08 14:51:42,"Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",2023-12-08 14:57:11,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Out of Route,Out of Route,13.0
334,2023-12-13 07:26:21,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2023-12-13 08:22:03,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T196DQG,Out of Route,Out of Route,2.2
335,2023-11-28 12:59:20,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",2023-11-28 13:08:34,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T863DQM,Out of Route,Out of Route,0.4
336,2024-01-03 12:06:07,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",2024-01-03 12:11:16,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,Out of Route,Out of Route,22.4
337,2024-01-26 16:28:37,"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",2024-01-26 16:32:33,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",T250EBJ,Out of Route,Out of Route,10.4
338,2024-01-16 13:06:57,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",2024-01-16 13:19:26,"Main, Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Out of Route,0.3
339,2023-10-25 08:49:42,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-25 08:50:53,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Sanku : Dodoma,11.6
340,2023-10-24 11:50:10,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2023-10-24 11:52:41,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T453EAJ,Out of Route,Out of Route,0.0
341,2024-01-17 12:02:14,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",2024-01-17 12:03:32,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",T852DZQ,Out of Route,Out of Route,0.0
342,2023-12-04 18:53:54,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",2023-12-04 19:05:27,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,Nguju C,Out of Route,26.7
